raw/gen/rollout/ep_rew_mean,raw/gen/time/total_timesteps,raw/gen/time/fps,raw/gen/rollout/ep_len_mean,raw/gen/time/iterations,raw/gen/time/time_elapsed,raw/gen/train/entropy_loss,raw/gen/train/value_loss,raw/gen/train/clip_fraction,raw/gen/train/approx_kl,raw/gen/train/learning_rate,raw/gen/train/explained_variance,raw/gen/train/loss,raw/gen/train/clip_range,raw/gen/train/policy_gradient_loss,raw/gen/train/n_updates,raw/gen/rollout/ep_rew_wrapped_mean
-543.5,17408,2684,45.0,1,0,-1.3415491906926036,206.33419334888458,0.0,0.00015869271,0.0001,0.00010448694229125977,79.4190673828125,0.2,-0.001137741892307531,264,-86.26896038502454
-542.0,17920,2835,45.0,1,0,-1.3324822532013059,193.17202085256577,0.0,4.6650413e-05,0.0001,-0.0002677440643310547,68.78593444824219,0.2,-0.0007189719763118774,272,-88.3604877063632
-542.0,18432,2824,45.0,1,0,-1.317737651988864,196.74041724205017,0.0,0.00021861563,0.0001,-4.076957702636719e-05,72.42991638183594,0.2,-0.000987214589258656,280,-90.36888468772173
-542.0,18944,2702,45.0,1,0,-1.3096596421673894,206.22694742679596,0.0,0.00042384164,0.0001,0.00010800361633300781,98.14389038085938,0.2,-0.0016384923073928803,288,-91.91452382206917
-536.5,19456,2663,45.0,1,0,-1.2998977908864617,189.4427000284195,0.0,0.000898891,0.0001,0.00011211633682250977,79.38032531738281,0.2,-0.0036333837924757972,296,-93.25414812520147
-524.0,19968,2857,45.0,1,0,-1.3087533758953214,176.49784570932388,0.0,0.00016681931,0.0001,-8.094310760498047e-05,71.08561706542969,0.2,-0.0009627717299736105,304,-94.0240810829401
-544.0,20480,2604,45.0,1,0,-1.2809946648776531,168.03722393512726,0.0,0.0017169013,0.0001,-6.115436553955078e-05,60.20754623413086,0.2,-0.004853338861721568,312,-94.75007218522951
-542.0,20992,2580,45.0,1,0,-1.2430603271350265,146.75390088558197,0.0,0.0010549299,0.0001,-0.00020253658294677734,58.149375915527344,0.2,-0.0040570379424025305,320,-94.6879221834056
-540.5,21504,2680,45.0,1,0,-1.2208707183599472,154.83644759655,0.0,0.002069645,0.0001,-4.9114227294921875e-05,55.241336822509766,0.2,-0.004550750105408952,328,-94.97560111522326
-556.0,22016,2874,45.0,1,0,-1.1602687891572714,128.7180834710598,0.0,0.006660007,0.0001,-4.6133995056152344e-05,24.449485778808594,0.2,-0.011767972959205508,336,-95.13113015590818
-549.5,22528,2834,45.0,1,0,-1.0473663210868835,109.77904683351517,0.0,0.0030582547,0.0001,-4.112720489501953e-05,31.10000228881836,0.2,-0.005017498529923614,344,-94.87427369236597
-548.0,23040,2606,45.0,1,0,-0.9319879417307675,86.72010090947151,0.056396484375,0.008824473,0.0001,-0.00010025501251220703,24.50395393371582,0.2,-0.015921614693070296,352,-93.9957662896032
-548.0,23552,2786,45.0,1,0,-0.8458994603715837,64.37223270535469,0.02294921875,0.005296582,0.0001,-0.00017178058624267578,22.155792236328125,0.2,-0.00836108399744262,360,-92.3061230896681
-548.0,24064,2727,45.0,1,0,-0.769747348036617,40.134621277451515,0.04638671875,0.003951992,0.0001,-0.0001748800277709961,13.425989151000977,0.2,-0.012635880215384532,368,-90.241029013925
-555.0,24576,2269,45.0,1,0,-0.7138391770422459,22.06560054793954,0.0712890625,0.0050506117,0.0001,-0.00025916099548339844,11.845571517944336,0.2,-0.019280040622106753,376,-88.00158877712558
-547.0,25088,2342,45.0,1,0,-0.612015264807269,14.970223151147366,0.062255859375,0.0076945764,0.0001,-0.0002897977828979492,6.50521993637085,0.2,-0.019004799873073353,384,-85.13746615590411
-547.0,25600,2812,45.0,1,0,-0.5398596017621458,18.931591644883156,0.1123046875,0.009701525,0.0001,-0.00033283233642578125,5.286190032958984,0.2,-0.023124705359805375,392,-81.35119100405952
-547.0,26112,2715,45.0,1,0,-0.4253109989222139,6.287152264267206,0.07275390625,0.008195623,0.0001,-0.00023984909057617188,2.318875789642334,0.2,-0.01632234812132083,400,-77.68349450277863
-538.5,26624,2585,45.0,1,0,-0.4001089073717594,5.093560505658388,0.08544921875,0.006012011,0.0001,-0.0002295970916748047,2.6047849655151367,0.2,-0.02280295911623398,408,-73.70396167081547
-545.0,27136,2914,45.0,1,0,-0.36688637209590524,21.047391005791724,0.014892578125,0.002803353,0.0001,-0.00015676021575927734,20.99953842163086,0.2,-0.00486164780886611,416,-69.17186011981917
-546.5,27648,2723,45.0,1,0,-0.2316012397641316,5.882576351054013,0.029052734375,0.004334446,0.0001,-6.16312026977539e-05,1.8522751331329346,0.2,-0.012714865573798306,424,-64.397369626218
-546.5,28160,2929,45.0,1,0,-0.2757267390843481,9.02147194929421,0.016357421875,0.00294891,0.0001,-0.000141143798828125,3.531778335571289,0.2,-0.004014523568912409,432,-60.24345712587703
-547.0,28672,2479,45.0,1,0,-0.17539556988049299,6.170787004753947,0.031005859375,0.0057935375,0.0001,3.0040740966796875e-05,1.2809385061264038,0.2,-0.0098347219027346,440,-56.92453967831563
-547.0,29184,2795,45.0,1,0,-0.2771345709916204,12.493510223925114,0.018798828125,0.005804768,0.0001,3.5703182220458984e-05,3.5245141983032227,0.2,-0.00657886007684283,448,-53.49646412121598
-554.5,29696,2587,45.0,1,0,-0.19495924416696653,10.606648260727525,0.02099609375,0.0039921366,0.0001,7.092952728271484e-05,2.93304443359375,0.2,-0.0035571061380323954,456,-50.66880444217706
-554.5,30208,2644,45.0,1,0,-0.26010096771642566,11.679835718125105,0.03173828125,0.016937353,0.0001,9.131431579589844e-05,2.2397687435150146,0.2,-0.006650008559518028,464,-48.97626754111378
-554.5,30720,1821,45.0,1,0,-0.23620645207120106,17.94055184163153,0.021484375,0.0041076182,0.0001,6.556510925292969e-05,8.661938667297363,0.2,-0.007378646878350992,472,-46.765950662824324
-556.0,31232,2740,45.0,1,0,-0.31018779368605465,13.2225586399436,0.044677734375,0.009414948,0.0001,0.00014388561248779297,10.232198715209961,0.2,-0.015304094995371997,480,-45.12518886255566
-556.0,31744,2787,45.0,1,0,-0.15192193057737313,12.400662953034043,0.01513671875,0.003704301,0.0001,0.0001564621925354004,3.5475285053253174,0.2,-0.006851392266980838,488,-44.696847535655834
-556.0,32256,2506,45.0,1,0,-0.14916702086338773,8.899124195799232,0.037353515625,0.011499095,0.0001,0.00042682886123657227,3.3828506469726562,0.2,-0.013328379733138718,496,-43.89003133406397
-554.0,32768,2563,45.0,1,0,-0.19448459491832182,25.25709817558527,0.048583984375,0.0068405317,0.0001,0.000581204891204834,16.91602897644043,0.2,-0.014507063235214446,504,-44.22898347891402
-565.5,33280,2341,45.0,1,0,-0.1788900456740521,7.301424600183964,0.0302734375,0.004523483,0.0001,0.29228127002716064,1.277162790298462,0.2,-0.013588207075372338,512,-44.897985488423146
-565.5,33792,2395,45.0,1,0,-0.3082925275666639,21.113514587283134,0.03857421875,0.004419707,0.0001,0.42531275749206543,15.193305015563965,0.2,-0.013444585601973813,520,-46.19060279010795
-568.0,34304,2651,45.0,1,0,-0.2572475977358408,24.56154708378017,0.04931640625,0.005574955,0.0001,0.495374858379364,16.045751571655273,0.2,-0.015769933466799557,528,-47.92885591206606
-568.0,34816,2573,45.0,1,0,-0.1769522534304997,9.252673245500773,0.02490234375,0.004451201,0.0001,0.5387347340583801,3.1045289039611816,0.2,-0.013146992678230163,536,-48.868345915121026
-566.5,35328,2625,45.0,1,0,-0.3062607019674033,25.378357894718647,0.071044921875,0.0075869896,0.0001,0.6174589693546295,9.537856101989746,0.2,-0.024991177997435443,544,-50.60189464374911
-565.0,35840,2890,45.0,1,0,-0.19626336882356554,9.638136679772288,0.027587890625,0.0046077324,0.0001,0.6929921507835388,1.1343328952789307,0.2,-0.014891618709953036,552,-51.355219409908166
-565.0,36352,2453,45.0,1,0,-0.1395620173716452,5.941871989984065,0.032470703125,0.009880068,0.0001,0.38943713903427124,1.4711230993270874,0.2,-0.012020075962936971,560,-51.278401737487876
-563.0,36864,2516,45.0,1,0,-0.16420508598093875,15.172093848697841,0.025390625,0.0041502877,0.0001,0.2896658778190613,2.395883321762085,0.2,-0.011984898788796272,568,-50.2616353682382
-565.0,37376,2817,45.0,1,0,-0.19077203018241562,10.930093459784985,0.0361328125,0.004409047,0.0001,0.1005200743675232,4.250931739807129,0.2,-0.016746069784858264,576,-49.73055531445425
-560.5,37888,1936,45.0,1,0,-0.1432069833681453,9.372732997639105,0.016357421875,0.0022836856,0.0001,0.611505925655365,2.3046131134033203,0.2,-0.007260890713951085,584,-49.20172752525192
-523.5,38400,2134,45.0,1,0,-0.4226862224750221,14.69353019632399,0.095458984375,0.010816652,0.0001,0.38682448863983154,2.8352835178375244,0.2,-0.020728518065880053,592,-48.96827508482616
-523.5,38912,2625,45.0,1,0,-0.2925453513744287,14.599226798862219,0.046875,0.0035499346,0.0001,0.38796043395996094,7.401422023773193,0.2,-0.014638035048847087,600,-47.450232182918114
-493.5,39424,2625,45.0,1,0,-0.18682723928941414,57.48194061592221,0.0166015625,0.002614155,0.0001,0.2537778615951538,4.101456642150879,0.2,-0.008529335220373468,608,-47.22110726590268
-496.5,39936,2752,45.0,1,0,-0.22283349285135046,25.054798094555736,0.032470703125,0.00354889,0.0001,-2.267179012298584,2.7429018020629883,0.2,-0.013767321943305433,616,-45.07068285934627
-503.5,40448,3048,45.0,1,0,-0.1252743542427197,3.357146334135905,0.031982421875,0.0051471107,0.0001,0.5073742568492889,1.538253664970398,0.2,-0.01270180918800179,624,-44.89921295590699
-497.0,40960,2601,45.0,1,0,-0.057490387127472786,1.7460820473497733,0.01416015625,0.0046076304,0.0001,0.5298743546009064,0.532357931137085,0.2,-0.008709175519470591,632,-45.089540247600524
-495.0,41472,1820,45.0,1,0,-0.1332319291541353,4.3316913191229105,0.056884765625,0.00781635,0.0001,0.5923919379711151,0.20693343877792358,0.2,-0.01746724972326774,640,-45.97181004179642
-485.5,41984,2365,45.0,1,0,-0.1309751691587735,5.685626819147728,0.042236328125,0.010590494,0.0001,0.19964730739593506,1.6426827907562256,0.2,-0.009185708269797033,648,-45.95969675138593
-474.0,42496,2393,45.0,1,0,-0.15601741505088285,8.132563448511064,0.0263671875,0.0038566873,0.0001,-0.11511766910552979,1.9713807106018066,0.2,-0.0078020314540481195,656,-45.1275877895765
-463.5,43008,2417,45.0,1,0,-0.15581169034703635,5.0762419768143445,0.030029296875,0.0037773184,0.0001,-0.9091585874557495,0.16249078512191772,0.2,-0.007184114114352269,664,-43.64842661369592
-476.5,43520,2711,45.0,1,0,-0.20386605127714574,5.8883909890428185,0.0419921875,0.006162648,0.0001,0.01256251335144043,1.902023196220398,0.2,-0.009806459947867552,672,-42.881418479476125
-465.5,44032,2530,45.0,1,0,-0.12905438119196333,2.161030733201187,0.045166015625,0.0041946345,0.0001,-0.08176887035369873,1.3248847723007202,0.2,-0.016056793770985678,680,-43.11215246602893
-449.5,44544,2712,45.0,1,0,-0.17465691472170874,12.239264039555565,0.0595703125,0.0077184034,0.0001,0.16042596101760864,7.950788974761963,0.2,-0.012279278547794092,688,-41.80515548550524
-449.5,45056,2941,45.0,1,0,-0.11912349131307565,11.243556207511574,0.013427734375,0.0022288342,0.0001,0.44634944200515747,1.5391653776168823,0.2,-0.0064966950012603775,696,-41.142245751759035
-428.5,45568,2709,45.0,1,0,-0.08799700461531756,3.184931512689218,0.030517578125,0.005499392,0.0001,-0.39269816875457764,0.7504743933677673,0.2,-0.010834460896148812,704,-41.96336428551003
-426.5,46080,2807,45.0,1,0,-0.12238760926993564,3.6612171540036798,0.03466796875,0.005375093,0.0001,0.5148240029811859,2.1010518074035645,0.2,-0.010176252289966214,712,-41.78094836937264
-446.5,46592,2588,45.0,1,0,-0.0778899431679747,2.653576530283317,0.01708984375,0.0018795282,0.0001,0.36456429958343506,0.07501339912414551,0.2,-0.010213062705588527,720,-42.2506939682737
-438.5,47104,2641,45.0,1,0,-0.11282597997342236,7.137487043393776,0.018310546875,0.0021672281,0.0001,0.22046726942062378,0.7562664151191711,0.2,-0.004056192075950094,728,-42.85024286525324
-433.5,47616,2381,45.0,1,0,-0.07470204135097447,2.254528519253654,0.023681640625,0.0017444714,0.0001,-0.04197990894317627,0.05926467105746269,0.2,-0.009552760464430321,736,-43.05957050377503
-427.0,48128,2929,45.0,1,0,-0.07388425353565253,6.448371893260628,0.02392578125,0.0014697169,0.0001,0.24535173177719116,1.1675336360931396,0.2,-0.007930278974527027,744,-42.44257662501186
-412.0,48640,2507,45.0,1,0,-0.06027982325031189,1.5724144917912781,0.031982421875,0.011350165,0.0001,0.001511693000793457,0.08100514113903046,0.2,-0.0166282331047114,752,-42.19088157961145
-427.0,49152,2812,45.0,1,0,-0.14471002825303003,7.5903986629564315,0.061279296875,0.0046128402,0.0001,0.08270573616027832,5.221857070922852,0.2,-0.0130030801956309,760,-42.00377413283102
-420.0,49664,2841,45.0,1,0,-0.08771362295374274,3.5852647182764485,0.07177734375,0.012461601,0.0001,0.3414965271949768,0.2054707556962967,0.2,-0.02566023343570123,768,-42.61463927255944
-417.5,50176,2791,45.0,1,0,-0.07008908787247492,5.794389855407644,0.02197265625,0.002434277,0.0001,0.4455922842025757,1.95063054561615,0.2,-0.008889983473636676,776,-41.83069669207558
-414.5,50688,2824,45.0,1,0,-0.059448576597787905,2.8288965288957115,0.02490234375,0.003185804,0.0001,0.20583242177963257,0.18808764219284058,0.2,-0.009627739687857684,784,-40.99160354016349
-430.0,51200,2588,45.0,1,0,-0.05230096476225299,0.9929018773545977,0.0205078125,0.0044397954,0.0001,0.4281846880912781,0.03801771625876427,0.2,-0.009002145483464119,792,-40.36299335723743
-409.5,51712,2433,45.0,1,0,-0.04937330586835742,0.8507386847486487,0.0146484375,0.0010178352,0.0001,0.4052833914756775,0.5113742351531982,0.2,-0.005250412115856307,800,-40.13257410267368
-395.0,52224,2510,45.0,1,0,-0.060396617962396704,13.527277671964839,0.007568359375,0.0010228637,0.0001,0.23227787017822266,1.79668128490448,0.2,-0.0036050595190317836,808,-39.91276189947501
-399.5,52736,2783,45.0,1,0,-0.060884920094395056,16.24786184448749,0.010009765625,0.0010790935,0.0001,0.42529726028442383,9.214855194091797,0.2,-0.0040523243878851645,816,-39.9683518103091
-391.0,53248,2541,45.0,1,0,-0.054047644465754274,3.2725615246163215,0.0224609375,0.007917083,0.0001,-1.4469246864318848,0.2543623149394989,0.2,-0.012867877841927111,824,-40.38840816290583
-381.0,53760,2646,45.0,1,0,-0.13396610374911688,7.7786954417824745,0.023681640625,0.0026442588,0.0001,0.3552737832069397,2.2665836811065674,0.2,-0.006970457645365968,832,-41.01750275529455
-398.0,54272,1845,45.0,1,0,-0.11391688471485395,2.7094057273934595,0.056884765625,0.016621001,0.0001,-0.004152178764343262,1.5346366167068481,0.2,-0.007798499056661967,840,-41.48309543925803
-411.5,54784,2761,45.0,1,0,-0.12486162727873307,3.9709123095381074,0.053466796875,0.0067370543,0.0001,0.463140070438385,1.1790302991867065,0.2,-0.019498235938954167,848,-42.11345480821561
-413.0,55296,2752,45.0,1,0,-0.11086979523679474,3.4321571630134713,0.029541015625,0.0040025115,0.0001,0.3847041130065918,0.13024334609508514,0.2,-0.010551010760536883,856,-42.312865653778424
-429.0,55808,2663,45.0,1,0,-0.0857916749373544,1.4733909330097958,0.03857421875,0.0060694106,0.0001,0.1911526918411255,0.16608236730098724,0.2,-0.01595220396120567,864,-42.58726193874609
-428.0,56320,2617,45.0,1,0,-0.12284688245563302,2.2687717200024053,0.046875,0.006135825,0.0001,-0.6331760883331299,0.2477668970823288,0.2,-0.018897036195994588,872,-42.86791577450465
-452.0,56832,2717,45.0,1,0,-0.16695624275598675,8.009674411499873,0.0361328125,0.005010447,0.0001,0.38122862577438354,2.3831350803375244,0.2,-0.013598098143120296,880,-43.032101384191776
-460.5,57344,2683,45.0,1,0,-0.12665225547971204,6.346657304733526,0.039794921875,0.001647714,0.0001,0.3392038941383362,2.875016689300537,0.2,-0.007891350265708752,888,-43.20954083550721
-476.5,57856,2874,45.0,1,0,-0.11359011169406585,4.829834693111479,0.039794921875,0.00255363,0.0001,-0.058917880058288574,1.2472256422042847,0.2,-0.014424382970901206,896,-42.64244403212797
-489.0,58368,2791,45.0,1,0,-0.08763788217765978,0.9634076180809643,0.03173828125,0.007719892,0.0001,0.6791252493858337,0.09515195339918137,0.2,-0.012337661526544252,904,-42.69875570064876
-490.5,58880,2761,45.0,1,0,-0.047333692342363065,1.1627920626924606,0.01416015625,0.0018689882,0.0001,-0.4339907169342041,0.12271880358457565,0.2,-0.00083843807442463,912,-42.26795845298096
-478.5,59392,2776,45.0,1,0,-0.048526853333896725,1.3250752185704187,0.018798828125,0.0038061263,0.0001,0.5809586346149445,0.24235503375530243,0.2,-0.00569923371222103,920,-42.363217880744486
-470.0,59904,2761,45.0,1,0,-0.08211142718209885,1.7525350749492645,0.024658203125,0.0037686678,0.0001,-0.06414949893951416,1.1342860460281372,0.2,-0.006316717484878609,928,-42.599543344546106
-470.0,60416,2437,45.0,1,0,-0.07908584381766559,3.623360374942422,0.0224609375,0.0026281436,0.0001,0.06797516345977783,0.6971902847290039,0.2,-0.006596516446734313,936,-43.0844341296982
-469.5,60928,2356,45.0,1,0,-0.11897144907561596,2.7472828500904143,0.028564453125,0.0031514433,0.0001,0.3554285168647766,0.6267960071563721,0.2,-0.009462408488616347,944,-43.863725670855494
-469.0,61440,2670,45.0,1,0,-0.13097667301190086,8.382389542646706,0.038330078125,0.0035525276,0.0001,0.0854526162147522,5.892315864562988,0.2,-0.007473685953300446,952,-44.581978589426726
-454.0,61952,2584,45.0,1,0,-0.06900640879757702,5.31884008878842,0.010498046875,0.0011353365,0.0001,0.3117700219154358,0.28778865933418274,0.2,-0.005850633551744977,960,-45.72955413378775
-444.0,62464,2726,45.0,1,0,-0.09398813456209609,6.0877922074869275,0.0126953125,0.0014721719,0.0001,0.25965172052383423,1.723837971687317,0.2,-0.005742773355450481,968,-46.73784064173699
-419.0,62976,2834,45.0,1,0,-0.0759968951169867,1.4746901876060292,0.02392578125,0.010952382,0.0001,0.5474997758865356,0.1772519052028656,0.2,-0.008629864594695391,976,-47.77418956547976
-410.0,63488,2830,45.0,1,0,-0.0787834691000171,7.7578229509235825,0.01708984375,0.003766511,0.0001,0.1885625123977661,0.37157681584358215,0.2,-0.008319342363392934,984,-47.9605729066208
-392.0,64000,2725,45.0,1,0,-0.06460129254264757,2.5482999345986173,0.020751953125,0.0037081665,0.0001,-2.3760688304901123,1.0219238996505737,0.2,-0.01143459630839061,992,-47.82430034012068
-404.0,64512,2684,45.0,1,0,-0.10687452429556288,29.723890600260347,0.00439453125,0.0005613731,0.0001,0.39829879999160767,8.443018913269043,0.2,-0.0029456337688316125,1000,-46.489879168127665
-392.5,65024,2475,45.0,1,0,-0.11317491254885681,6.877553851576522,0.018310546875,0.0034034525,0.0001,-2.7880191802978516,0.3140849471092224,0.2,-0.009914582340570632,1008,-45.64081213248428
-387.5,65536,2259,45.0,1,0,-0.12976394926954526,10.879947355482727,0.01708984375,0.002232293,0.0001,0.34611183404922485,4.882608413696289,0.2,-0.009878902183118043,1016,-44.310294164833614
-393.0,66048,2872,45.0,1,0,-0.19596236513461918,44.334749249741435,0.004150390625,0.00062411174,0.0001,0.4008193612098694,11.876615524291992,0.2,-0.0037191291849012487,1024,-41.97379807325546
-412.0,66560,2640,45.0,1,0,-0.09095274426726974,5.413422785466537,0.020751953125,0.0075897877,0.0001,-2.046900749206543,2.067727565765381,0.2,-0.011805776986875571,1032,-41.483541387063454
-371.5,67072,2470,45.0,1,0,-0.13633706160180736,27.135400014929473,0.01904296875,0.0033743354,0.0001,0.4438243508338928,3.487258195877075,0.2,-0.005733949550631223,1040,-39.979385458156464
-400.0,67584,2820,45.0,1,0,-0.17076351755531505,30.09862621128559,0.020751953125,0.0027742623,0.0001,0.5483005344867706,8.631009101867676,0.2,-0.009524038825475145,1048,-38.335016063307414
-410.5,68096,2556,45.0,1,0,-0.08159229799639434,3.5597658801998477,0.0380859375,0.02120563,0.0001,-0.4953792095184326,0.05312459543347359,0.2,-0.015891386530711316,1056,-38.6188954724418
-422.0,68608,2316,45.0,1,0,-0.1396317463077139,8.587045279797167,0.0419921875,0.008311471,0.0001,0.5561324656009674,1.6385819911956787,0.2,-0.017320765677141026,1064,-39.96831073374487
-402.5,69120,2159,45.0,1,0,-0.16106277785729617,7.524767155293375,0.032958984375,0.008112203,0.0001,0.3321566581726074,1.0932202339172363,0.2,-0.007758809697406832,1072,-41.82904497676529
-403.0,69632,2098,45.0,1,0,-0.1462594317708863,22.343966552987695,0.049072265625,0.005699707,0.0001,0.6564526855945587,5.7035231590271,0.2,-0.010907342191785574,1080,-43.22688007789664
-414.0,70144,2468,45.0,1,0,-0.227600073965732,16.254146392457187,0.04541015625,0.0035931708,0.0001,0.47680479288101196,3.9472289085388184,0.2,-0.0181766679888824,1088,-45.64038074166514
