raw/disc/n_generated,raw/disc/disc_acc,raw/disc/disc_proportion_expert_pred,raw/disc/disc_acc_expert,raw/disc/global_step,raw/disc/n_expert,raw/disc/disc_proportion_expert_true,raw/disc/disc_loss,raw/disc/disc_acc_gen,raw/disc/disc_entropy
256.0,0.595703125,0.294921875,0.390625,918,256.0,0.5,0.6637858748435974,0.80078125,0.6536241173744202
256.0,0.603515625,0.298828125,0.40234375,918,256.0,0.5,0.6642270088195801,0.8046875,0.6355535387992859
256.0,0.548828125,0.306640625,0.35546875,919,256.0,0.5,0.6653633117675781,0.7421875,0.6481004953384399
256.0,0.560546875,0.294921875,0.35546875,919,256.0,0.5,0.6614035367965698,0.765625,0.6534914970397949
256.0,0.58984375,0.2890625,0.37890625,920,256.0,0.5,0.6490386128425598,0.80078125,0.642676591873169
256.0,0.595703125,0.302734375,0.3984375,920,256.0,0.5,0.6459177732467651,0.79296875,0.6487164497375488
256.0,0.607421875,0.287109375,0.39453125,921,256.0,0.5,0.6848554015159607,0.8203125,0.6483277082443237
256.0,0.587890625,0.341796875,0.4296875,921,256.0,0.5,0.675998866558075,0.74609375,0.6584214568138123
256.0,0.58984375,0.35546875,0.4453125,922,256.0,0.5,0.6392800807952881,0.734375,0.6405232548713684
256.0,0.560546875,0.365234375,0.42578125,922,256.0,0.5,0.6567423343658447,0.6953125,0.6495233178138733
256.0,0.5703125,0.35546875,0.42578125,923,256.0,0.5,0.6645227670669556,0.71484375,0.6615634560585022
256.0,0.576171875,0.416015625,0.4921875,923,256.0,0.5,0.655247688293457,0.66015625,0.6414919495582581
256.0,0.6171875,0.328125,0.4453125,924,256.0,0.5,0.6316222548484802,0.7890625,0.6429216861724854
256.0,0.630859375,0.412109375,0.54296875,924,256.0,0.5,0.6468600034713745,0.71875,0.6475989818572998
256.0,0.625,0.44140625,0.56640625,925,256.0,0.5,0.6341031193733215,0.68359375,0.6403695940971375
256.0,0.53125,0.41796875,0.44921875,925,256.0,0.5,0.6664140820503235,0.61328125,0.6504725813865662
256.0,0.568359375,0.416015625,0.484375,926,256.0,0.5,0.670654833316803,0.65234375,0.6432390213012695
256.0,0.626953125,0.427734375,0.5546875,926,256.0,0.5,0.6417850255966187,0.69921875,0.6482455134391785
256.0,0.6171875,0.421875,0.5390625,927,256.0,0.5,0.6408873796463013,0.6953125,0.6445349454879761
256.0,0.583984375,0.416015625,0.5,927,256.0,0.5,0.6561145782470703,0.66796875,0.6444441080093384
256.0,0.5703125,0.43359375,0.50390625,928,256.0,0.5,0.6598142385482788,0.63671875,0.6454535722732544
256.0,0.572265625,0.412109375,0.484375,928,256.0,0.5,0.6676819324493408,0.66015625,0.6476534605026245
256.0,0.62109375,0.37109375,0.4921875,929,256.0,0.5,0.648974597454071,0.75,0.6442771553993225
256.0,0.615234375,0.330078125,0.4453125,929,256.0,0.5,0.6502758860588074,0.78515625,0.6511064767837524
256.0,0.556640625,0.365234375,0.421875,930,256.0,0.5,0.6808155179023743,0.69140625,0.6359822750091553
256.0,0.578125,0.37890625,0.45703125,930,256.0,0.5,0.6581603288650513,0.69921875,0.6476553678512573
256.0,0.564453125,0.322265625,0.38671875,931,256.0,0.5,0.6797783374786377,0.7421875,0.6511029005050659
256.0,0.58203125,0.31640625,0.3984375,931,256.0,0.5,0.6519171595573425,0.765625,0.6425575017929077
256.0,0.53125,0.34375,0.375,932,256.0,0.5,0.6722676753997803,0.6875,0.6444061994552612
256.0,0.59375,0.34375,0.4375,932,256.0,0.5,0.6622589826583862,0.75,0.6413995027542114
256.0,0.587890625,0.298828125,0.38671875,933,256.0,0.5,0.6572297215461731,0.7890625,0.6405132412910461
256.0,0.5703125,0.33984375,0.41015625,933,256.0,0.5,0.6582808494567871,0.73046875,0.6410917043685913
256.0,0.5703125,0.3203125,0.390625,934,256.0,0.5,0.6698536276817322,0.75,0.6320987939834595
256.0,0.56640625,0.30078125,0.3671875,934,256.0,0.5,0.6728881597518921,0.765625,0.6384871006011963
256.0,0.609375,0.328125,0.4375,935,256.0,0.5,0.6544761657714844,0.78125,0.642802894115448
256.0,0.5859375,0.40625,0.4921875,935,256.0,0.5,0.6567322015762329,0.6796875,0.6423636674880981
256.0,0.5703125,0.43359375,0.50390625,936,256.0,0.5,0.6514965891838074,0.63671875,0.6451927423477173
256.0,0.6015625,0.4375,0.5390625,936,256.0,0.5,0.633943498134613,0.6640625,0.6480931043624878
256.0,0.55078125,0.45703125,0.5078125,937,256.0,0.5,0.6629658937454224,0.59375,0.6536182165145874
256.0,0.580078125,0.447265625,0.52734375,937,256.0,0.5,0.6593013405799866,0.6328125,0.6597468256950378
256.0,0.568359375,0.482421875,0.55078125,938,256.0,0.5,0.6603290438652039,0.5859375,0.6492180824279785
256.0,0.580078125,0.501953125,0.58203125,938,256.0,0.5,0.7089437246322632,0.578125,0.6454085111618042
256.0,0.572265625,0.501953125,0.57421875,939,256.0,0.5,0.6570647358894348,0.5703125,0.6413410902023315
256.0,0.58203125,0.453125,0.53515625,939,256.0,0.5,0.6514107584953308,0.62890625,0.6552601456642151
256.0,0.625,0.421875,0.546875,940,256.0,0.5,0.6575379371643066,0.703125,0.6492821574211121
256.0,0.62109375,0.42578125,0.546875,940,256.0,0.5,0.6709912419319153,0.6953125,0.6416280269622803
256.0,0.59375,0.44140625,0.53515625,941,256.0,0.5,0.6451734304428101,0.65234375,0.6488202810287476
256.0,0.560546875,0.400390625,0.4609375,941,256.0,0.5,0.6676632165908813,0.66015625,0.651051938533783
256.0,0.60546875,0.37109375,0.4765625,942,256.0,0.5,0.657280683517456,0.734375,0.6519700288772583
256.0,0.6015625,0.40625,0.5078125,942,256.0,0.5,0.6335123777389526,0.6953125,0.6417016983032227
256.0,0.591796875,0.423828125,0.515625,943,256.0,0.5,0.6434750556945801,0.66796875,0.6463265419006348
256.0,0.55859375,0.421875,0.48046875,943,256.0,0.5,0.6553369164466858,0.63671875,0.6349461078643799
256.0,0.544921875,0.396484375,0.44140625,944,256.0,0.5,0.6634737253189087,0.6484375,0.6522587537765503
256.0,0.58203125,0.34375,0.42578125,944,256.0,0.5,0.6651463508605957,0.73828125,0.6519414186477661
256.0,0.611328125,0.365234375,0.4765625,945,256.0,0.5,0.6530274152755737,0.74609375,0.6529130935668945
256.0,0.5546875,0.33984375,0.39453125,945,256.0,0.5,0.6673482060432434,0.71484375,0.6597846150398254
256.0,0.583984375,0.337890625,0.421875,946,256.0,0.5,0.663000226020813,0.74609375,0.6556352376937866
256.0,0.5703125,0.39453125,0.46484375,946,256.0,0.5,0.6821123361587524,0.67578125,0.640591025352478
256.0,0.57421875,0.36328125,0.4375,947,256.0,0.5,0.6391316652297974,0.7109375,0.6491814851760864
256.0,0.59765625,0.37890625,0.4765625,947,256.0,0.5,0.6393580436706543,0.71875,0.6503123044967651
256.0,0.60546875,0.359375,0.46484375,948,256.0,0.5,0.6506478786468506,0.74609375,0.6438066959381104
256.0,0.61328125,0.32421875,0.4375,948,256.0,0.5,0.6471662521362305,0.7890625,0.6495966911315918
256.0,0.634765625,0.345703125,0.48046875,949,256.0,0.5,0.6390334367752075,0.7890625,0.6441552639007568
256.0,0.607421875,0.388671875,0.49609375,949,256.0,0.5,0.6446370482444763,0.71875,0.6543805599212646
256.0,0.556640625,0.435546875,0.4921875,950,256.0,0.5,0.6607961654663086,0.62109375,0.646216630935669
256.0,0.578125,0.44921875,0.52734375,950,256.0,0.5,0.659972071647644,0.62890625,0.6459659337997437
256.0,0.57421875,0.515625,0.58984375,951,256.0,0.5,0.6621792316436768,0.55859375,0.6454019546508789
256.0,0.5625,0.48828125,0.55078125,951,256.0,0.5,0.6667141914367676,0.57421875,0.647130012512207
256.0,0.5859375,0.44140625,0.52734375,952,256.0,0.5,0.6327148079872131,0.64453125,0.634601354598999
256.0,0.61328125,0.5,0.61328125,952,256.0,0.5,0.6795806884765625,0.61328125,0.644258975982666
256.0,0.578125,0.5078125,0.5859375,953,256.0,0.5,0.6790497303009033,0.5703125,0.6513606309890747
256.0,0.609375,0.44921875,0.55859375,953,256.0,0.5,0.6416090726852417,0.66015625,0.6421345472335815
256.0,0.591796875,0.458984375,0.55078125,954,256.0,0.5,0.6515924334526062,0.6328125,0.6433126330375671
256.0,0.564453125,0.404296875,0.46875,954,256.0,0.5,0.6727284789085388,0.66015625,0.6413597464561462
256.0,0.615234375,0.435546875,0.55078125,955,256.0,0.5,0.6393711566925049,0.6796875,0.641404926776886
256.0,0.599609375,0.341796875,0.44140625,955,256.0,0.5,0.6388683319091797,0.7578125,0.6360095739364624
256.0,0.564453125,0.333984375,0.3984375,956,256.0,0.5,0.6570432186126709,0.73046875,0.6449862718582153
256.0,0.580078125,0.310546875,0.390625,956,256.0,0.5,0.6560052633285522,0.76953125,0.6496775150299072
256.0,0.564453125,0.322265625,0.38671875,957,256.0,0.5,0.6846526861190796,0.7421875,0.6416490077972412
256.0,0.6171875,0.3125,0.4296875,957,256.0,0.5,0.674393892288208,0.8046875,0.6580293774604797
256.0,0.591796875,0.271484375,0.36328125,958,256.0,0.5,0.652103066444397,0.8203125,0.6408276557922363
256.0,0.611328125,0.341796875,0.453125,958,256.0,0.5,0.6483275890350342,0.76953125,0.6535862684249878
256.0,0.625,0.3203125,0.4453125,959,256.0,0.5,0.6554207801818848,0.8046875,0.6515844464302063
256.0,0.64453125,0.375,0.51953125,959,256.0,0.5,0.6444318294525146,0.76953125,0.6437714695930481
256.0,0.5703125,0.40625,0.4765625,960,256.0,0.5,0.6474851369857788,0.6640625,0.6349539160728455
256.0,0.646484375,0.427734375,0.57421875,960,256.0,0.5,0.6277335286140442,0.71875,0.6313204169273376
256.0,0.6171875,0.4375,0.5546875,961,256.0,0.5,0.6479424238204956,0.6796875,0.6490820050239563
256.0,0.587890625,0.513671875,0.6015625,961,256.0,0.5,0.6576387286186218,0.57421875,0.6450867652893066
256.0,0.587890625,0.529296875,0.6171875,962,256.0,0.5,0.6315099596977234,0.55859375,0.6278077960014343
256.0,0.58203125,0.484375,0.56640625,962,256.0,0.5,0.6615594029426575,0.59765625,0.6494741439819336
256.0,0.5546875,0.48828125,0.54296875,963,256.0,0.5,0.6852208375930786,0.56640625,0.643646776676178
256.0,0.57421875,0.4453125,0.51953125,963,256.0,0.5,0.6521004438400269,0.62890625,0.6376387476921082
256.0,0.556640625,0.486328125,0.54296875,964,256.0,0.5,0.6705081462860107,0.5703125,0.6405937671661377
256.0,0.544921875,0.408203125,0.453125,964,256.0,0.5,0.6667683124542236,0.63671875,0.6559849977493286
256.0,0.568359375,0.337890625,0.40625,965,256.0,0.5,0.6755734086036682,0.73046875,0.6528048515319824
256.0,0.55859375,0.27734375,0.3359375,965,256.0,0.5,0.6766747236251831,0.78125,0.6496769785881042
256.0,0.591796875,0.244140625,0.3359375,966,256.0,0.5,0.6631494164466858,0.84765625,0.6559280753135681
256.0,0.591796875,0.244140625,0.3359375,966,256.0,0.5,0.6580109596252441,0.84765625,0.647798478603363
256.0,0.498046875,0.279296875,0.27734375,967,256.0,0.5,0.7030781507492065,0.71875,0.6540242433547974
256.0,0.56640625,0.28515625,0.3515625,967,256.0,0.5,0.6814851760864258,0.78125,0.6463936567306519
256.0,0.578125,0.28125,0.359375,968,256.0,0.5,0.7154524326324463,0.796875,0.6402134895324707
256.0,0.595703125,0.306640625,0.40234375,968,256.0,0.5,0.6844018697738647,0.7890625,0.6336196660995483
256.0,0.572265625,0.326171875,0.3984375,969,256.0,0.5,0.654818058013916,0.74609375,0.658528208732605
256.0,0.625,0.3671875,0.4921875,969,256.0,0.5,0.6374629735946655,0.7578125,0.6443305015563965
256.0,0.58203125,0.38671875,0.46875,970,256.0,0.5,0.6603507399559021,0.6953125,0.6579896807670593
256.0,0.552734375,0.408203125,0.4609375,970,256.0,0.5,0.6466289758682251,0.64453125,0.6447343826293945
256.0,0.560546875,0.404296875,0.46484375,971,256.0,0.5,0.6636748909950256,0.65625,0.6523308157920837
256.0,0.568359375,0.376953125,0.4453125,971,256.0,0.5,0.653279185295105,0.69140625,0.6403251886367798
256.0,0.578125,0.40234375,0.48046875,972,256.0,0.5,0.6741725206375122,0.67578125,0.6489086151123047
256.0,0.5546875,0.3671875,0.421875,972,256.0,0.5,0.6842871904373169,0.6875,0.6624230146408081
256.0,0.57421875,0.328125,0.40234375,973,256.0,0.5,0.6455073952674866,0.74609375,0.6406576633453369
256.0,0.5546875,0.38671875,0.44140625,973,256.0,0.5,0.6621513366699219,0.66796875,0.6423788070678711
256.0,0.58203125,0.32421875,0.40625,974,256.0,0.5,0.6483091115951538,0.7578125,0.655332088470459
256.0,0.583984375,0.310546875,0.39453125,974,256.0,0.5,0.6571404933929443,0.7734375,0.6475257873535156
256.0,0.61328125,0.3046875,0.41796875,975,256.0,0.5,0.6694301962852478,0.80859375,0.6509534120559692
256.0,0.638671875,0.333984375,0.47265625,975,256.0,0.5,0.6489384174346924,0.8046875,0.6474593877792358
256.0,0.62109375,0.359375,0.48046875,976,256.0,0.5,0.6385113000869751,0.76171875,0.6381804943084717
256.0,0.6015625,0.3671875,0.46875,976,256.0,0.5,0.6587363481521606,0.734375,0.6434435844421387
256.0,0.61328125,0.390625,0.50390625,977,256.0,0.5,0.6527076959609985,0.72265625,0.6514062881469727
256.0,0.638671875,0.443359375,0.58203125,977,256.0,0.5,0.6290168762207031,0.6953125,0.6398140788078308
256.0,0.595703125,0.455078125,0.55078125,978,256.0,0.5,0.639317512512207,0.640625,0.6378292441368103
256.0,0.6328125,0.48046875,0.61328125,978,256.0,0.5,0.6306830644607544,0.65234375,0.6308935284614563
256.0,0.65234375,0.4921875,0.64453125,979,256.0,0.5,0.6255431771278381,0.66015625,0.6301237344741821
256.0,0.60546875,0.49609375,0.6015625,979,256.0,0.5,0.6358842849731445,0.609375,0.6168277263641357
256.0,0.548828125,0.537109375,0.5859375,980,256.0,0.5,0.6989223957061768,0.51171875,0.6367546319961548
256.0,0.595703125,0.568359375,0.6640625,980,256.0,0.5,0.6509645581245422,0.52734375,0.6279598474502563
256.0,0.587890625,0.470703125,0.55859375,981,256.0,0.5,0.6714659929275513,0.6171875,0.6330501437187195
256.0,0.6484375,0.52734375,0.67578125,981,256.0,0.5,0.6522104740142822,0.62109375,0.6313731670379639
256.0,0.59765625,0.47265625,0.5703125,982,256.0,0.5,0.6494779586791992,0.625,0.633827269077301
256.0,0.6015625,0.46484375,0.56640625,982,256.0,0.5,0.663811445236206,0.63671875,0.6311267614364624
256.0,0.5703125,0.50390625,0.57421875,983,256.0,0.5,0.6533021330833435,0.56640625,0.6258336305618286
256.0,0.587890625,0.482421875,0.5703125,983,256.0,0.5,0.6434788703918457,0.60546875,0.6362065672874451
256.0,0.6015625,0.33984375,0.44140625,984,256.0,0.5,0.6540542244911194,0.76171875,0.6467883586883545
256.0,0.646484375,0.349609375,0.49609375,984,256.0,0.5,0.6389681100845337,0.796875,0.6525818109512329
256.0,0.62109375,0.38671875,0.5078125,985,256.0,0.5,0.631109356880188,0.734375,0.6441894173622131
256.0,0.5625,0.38671875,0.44921875,985,256.0,0.5,0.673608660697937,0.67578125,0.655799925327301
256.0,0.537109375,0.392578125,0.4296875,986,256.0,0.5,0.659359872341156,0.64453125,0.6377665400505066
256.0,0.58984375,0.37109375,0.4609375,986,256.0,0.5,0.64236980676651,0.71875,0.6231216192245483
256.0,0.61328125,0.33984375,0.453125,987,256.0,0.5,0.644178032875061,0.7734375,0.6486386060714722
256.0,0.57421875,0.33984375,0.4140625,987,256.0,0.5,0.6484444737434387,0.734375,0.6360955238342285
256.0,0.587890625,0.361328125,0.44921875,988,256.0,0.5,0.6556944251060486,0.7265625,0.6464439034461975
256.0,0.607421875,0.396484375,0.50390625,988,256.0,0.5,0.6498088836669922,0.7109375,0.6399080753326416
256.0,0.578125,0.3984375,0.4765625,989,256.0,0.5,0.6618443727493286,0.6796875,0.6541159152984619
256.0,0.583984375,0.384765625,0.46875,989,256.0,0.5,0.6434428691864014,0.69921875,0.6450628042221069
256.0,0.56640625,0.3671875,0.43359375,990,256.0,0.5,0.6645304560661316,0.69921875,0.6463695168495178
256.0,0.56640625,0.41796875,0.484375,990,256.0,0.5,0.6565238237380981,0.6484375,0.6442438364028931
256.0,0.595703125,0.345703125,0.44140625,991,256.0,0.5,0.6478851437568665,0.75,0.6511095762252808
256.0,0.552734375,0.337890625,0.390625,991,256.0,0.5,0.6602559685707092,0.71484375,0.6524428129196167
256.0,0.58984375,0.37890625,0.46875,992,256.0,0.5,0.6870782375335693,0.7109375,0.6436377763748169
256.0,0.583984375,0.353515625,0.4375,992,256.0,0.5,0.6650353670120239,0.73046875,0.6482524871826172
256.0,0.58984375,0.34765625,0.4375,993,256.0,0.5,0.6638357639312744,0.7421875,0.6542191505432129
256.0,0.576171875,0.337890625,0.4140625,993,256.0,0.5,0.6785131096839905,0.73828125,0.652346670627594
256.0,0.61328125,0.375,0.48828125,994,256.0,0.5,0.6553755402565002,0.73828125,0.6479664444923401
256.0,0.58203125,0.390625,0.47265625,994,256.0,0.5,0.6622406840324402,0.69140625,0.6421163082122803
256.0,0.583984375,0.392578125,0.4765625,995,256.0,0.5,0.6555935144424438,0.69140625,0.6490545868873596
256.0,0.572265625,0.416015625,0.48828125,995,256.0,0.5,0.658320426940918,0.65625,0.6506134271621704
256.0,0.59765625,0.38671875,0.484375,996,256.0,0.5,0.6658575534820557,0.7109375,0.6505413055419922
256.0,0.5859375,0.37890625,0.46484375,996,256.0,0.5,0.6476778984069824,0.70703125,0.6502581834793091
256.0,0.56640625,0.375,0.44140625,997,256.0,0.5,0.6541560888290405,0.69140625,0.6411106586456299
256.0,0.544921875,0.353515625,0.3984375,997,256.0,0.5,0.6531019806861877,0.69140625,0.6485751271247864
256.0,0.5859375,0.4140625,0.5,998,256.0,0.5,0.6623643636703491,0.671875,0.6549614667892456
256.0,0.572265625,0.384765625,0.45703125,998,256.0,0.5,0.6765679717063904,0.6875,0.6567827463150024
256.0,0.578125,0.35546875,0.43359375,999,256.0,0.5,0.6693968176841736,0.72265625,0.6513188481330872
256.0,0.568359375,0.408203125,0.4765625,999,256.0,0.5,0.6551132798194885,0.66015625,0.6467926502227783
256.0,0.576171875,0.361328125,0.4375,1000,256.0,0.5,0.6498163342475891,0.71484375,0.6365615129470825
256.0,0.552734375,0.345703125,0.3984375,1000,256.0,0.5,0.6563762426376343,0.70703125,0.639682948589325
256.0,0.5546875,0.30859375,0.36328125,1001,256.0,0.5,0.6805820465087891,0.74609375,0.65480637550354
256.0,0.5703125,0.3046875,0.375,1001,256.0,0.5,0.6690658330917358,0.765625,0.6498826742172241
256.0,0.587890625,0.294921875,0.3828125,1002,256.0,0.5,0.6786891222000122,0.79296875,0.6517128944396973
256.0,0.603515625,0.326171875,0.4296875,1002,256.0,0.5,0.6543357372283936,0.77734375,0.642318069934845
256.0,0.591796875,0.333984375,0.42578125,1003,256.0,0.5,0.6492012739181519,0.7578125,0.6429559588432312
256.0,0.6015625,0.3203125,0.421875,1003,256.0,0.5,0.6645236015319824,0.78125,0.6589789390563965
256.0,0.556640625,0.408203125,0.46484375,1004,256.0,0.5,0.6840273141860962,0.6484375,0.6394495964050293
256.0,0.53515625,0.41796875,0.453125,1004,256.0,0.5,0.6786936521530151,0.6171875,0.6496003270149231
256.0,0.5859375,0.47265625,0.55859375,1005,256.0,0.5,0.6547351479530334,0.61328125,0.6524145007133484
256.0,0.5859375,0.47265625,0.55859375,1005,256.0,0.5,0.6515212655067444,0.61328125,0.6463668346405029
256.0,0.619140625,0.392578125,0.51171875,1006,256.0,0.5,0.6407536268234253,0.7265625,0.6524052619934082
256.0,0.595703125,0.443359375,0.5390625,1006,256.0,0.5,0.6454448103904724,0.65234375,0.6520432829856873
256.0,0.50390625,0.46875,0.47265625,1007,256.0,0.5,0.6910188794136047,0.53515625,0.6451934576034546
256.0,0.5625,0.5,0.5625,1007,256.0,0.5,0.659020185470581,0.5625,0.6474021077156067
256.0,0.572265625,0.478515625,0.55078125,1008,256.0,0.5,0.6704040169715881,0.59375,0.6481033563613892
256.0,0.607421875,0.451171875,0.55859375,1008,256.0,0.5,0.6716048717498779,0.65625,0.6426628828048706
256.0,0.609375,0.4453125,0.5546875,1009,256.0,0.5,0.6358068585395813,0.6640625,0.6327204704284668
256.0,0.544921875,0.392578125,0.4375,1009,256.0,0.5,0.6580970287322998,0.65234375,0.6525277495384216
256.0,0.61328125,0.3984375,0.51171875,1010,256.0,0.5,0.6450164914131165,0.71484375,0.6545917987823486
256.0,0.576171875,0.353515625,0.4296875,1010,256.0,0.5,0.6492120623588562,0.72265625,0.6483572721481323
256.0,0.568359375,0.349609375,0.41796875,1011,256.0,0.5,0.660550594329834,0.71875,0.6470158100128174
256.0,0.619140625,0.365234375,0.484375,1011,256.0,0.5,0.633098304271698,0.75390625,0.6348655223846436
256.0,0.568359375,0.345703125,0.4140625,1012,256.0,0.5,0.6664854288101196,0.72265625,0.6466428637504578
256.0,0.5703125,0.359375,0.4296875,1012,256.0,0.5,0.6726946830749512,0.7109375,0.6423065066337585
256.0,0.568359375,0.380859375,0.44921875,1013,256.0,0.5,0.6523916125297546,0.6875,0.6515727043151855
256.0,0.5703125,0.37890625,0.44921875,1013,256.0,0.5,0.6594446897506714,0.69140625,0.6378494501113892
256.0,0.552734375,0.291015625,0.34375,1014,256.0,0.5,0.6775322556495667,0.76171875,0.6415059566497803
256.0,0.5859375,0.359375,0.4453125,1014,256.0,0.5,0.6688165664672852,0.7265625,0.6444515585899353
256.0,0.544921875,0.333984375,0.37890625,1015,256.0,0.5,0.6814621090888977,0.7109375,0.6524472832679749
256.0,0.509765625,0.376953125,0.38671875,1015,256.0,0.5,0.6884911060333252,0.6328125,0.6508792638778687
256.0,0.5625,0.3359375,0.3984375,1016,256.0,0.5,0.6539629101753235,0.7265625,0.6466317176818848
256.0,0.517578125,0.376953125,0.39453125,1016,256.0,0.5,0.6753799319267273,0.640625,0.6478449702262878
256.0,0.568359375,0.373046875,0.44140625,1017,256.0,0.5,0.6543864011764526,0.6953125,0.640336275100708
256.0,0.572265625,0.361328125,0.43359375,1017,256.0,0.5,0.6435193419456482,0.7109375,0.6448988914489746
256.0,0.591796875,0.380859375,0.47265625,1018,256.0,0.5,0.6555824875831604,0.7109375,0.6505689024925232
256.0,0.57421875,0.44140625,0.515625,1018,256.0,0.5,0.6502301096916199,0.6328125,0.6478873491287231
256.0,0.6328125,0.359375,0.4921875,1019,256.0,0.5,0.6613358855247498,0.7734375,0.6569952368736267
256.0,0.6328125,0.390625,0.5234375,1019,256.0,0.5,0.652715265750885,0.7421875,0.657768964767456
256.0,0.587890625,0.423828125,0.51171875,1020,256.0,0.5,0.6650362014770508,0.6640625,0.6568045616149902
256.0,0.611328125,0.416015625,0.52734375,1020,256.0,0.5,0.6473388671875,0.6953125,0.659942626953125
256.0,0.56640625,0.5234375,0.58984375,1021,256.0,0.5,0.668391764163971,0.54296875,0.6414260268211365
256.0,0.54296875,0.51171875,0.5546875,1021,256.0,0.5,0.6829379200935364,0.53125,0.646153450012207
256.0,0.5625,0.49609375,0.55859375,1022,256.0,0.5,0.6650460362434387,0.56640625,0.643975019454956
256.0,0.578125,0.4453125,0.5234375,1022,256.0,0.5,0.6524170637130737,0.6328125,0.6452966332435608
256.0,0.521484375,0.439453125,0.4609375,1023,256.0,0.5,0.7085605263710022,0.58203125,0.6484163999557495
256.0,0.541015625,0.404296875,0.4453125,1023,256.0,0.5,0.6881701350212097,0.63671875,0.6478592753410339
256.0,0.515625,0.34375,0.359375,1024,256.0,0.5,0.6814163327217102,0.671875,0.6453334093093872
256.0,0.52734375,0.3203125,0.34765625,1024,256.0,0.5,0.6880683898925781,0.70703125,0.6478910446166992
256.0,0.56640625,0.30859375,0.375,1025,256.0,0.5,0.6493090391159058,0.7578125,0.6513688564300537
256.0,0.53125,0.25,0.28125,1025,256.0,0.5,0.6584296822547913,0.78125,0.6470025181770325
256.0,0.53125,0.234375,0.265625,1026,256.0,0.5,0.6809834837913513,0.796875,0.6414614915847778
256.0,0.55078125,0.515625,0.56640625,1026,256.0,0.5,0.6703153848648071,0.53515625,0.6308709383010864
256.0,0.517578125,0.580078125,0.59765625,1027,256.0,0.5,0.6766455173492432,0.4375,0.6438507437705994
256.0,0.57421875,0.58203125,0.65625,1027,256.0,0.5,0.6452608108520508,0.4921875,0.643548309803009
256.0,0.466796875,0.583984375,0.55078125,1028,256.0,0.5,0.6781613826751709,0.3828125,0.6507545709609985
256.0,0.505859375,0.705078125,0.7109375,1028,256.0,0.5,0.677335798740387,0.30078125,0.6497986316680908
256.0,0.58203125,0.3125,0.39453125,1029,256.0,0.5,0.6528224349021912,0.76953125,0.6575347781181335
256.0,0.595703125,0.337890625,0.43359375,1029,256.0,0.5,0.6611109375953674,0.7578125,0.653730571269989
256.0,0.5625,0.42578125,0.48828125,1030,256.0,0.5,0.6476122140884399,0.63671875,0.6509579420089722
256.0,0.546875,0.421875,0.46875,1030,256.0,0.5,0.6649845838546753,0.625,0.6552133560180664
256.0,0.51171875,0.8203125,0.83203125,1031,256.0,0.5,0.7585433721542358,0.19140625,0.6035864353179932
256.0,0.54296875,0.83984375,0.8828125,1031,256.0,0.5,0.7223999500274658,0.203125,0.5929319858551025
256.0,0.697265625,0.681640625,0.87890625,1032,256.0,0.5,0.5111967325210571,0.515625,0.5368768572807312
256.0,0.6796875,0.703125,0.8828125,1032,256.0,0.5,0.5268532037734985,0.4765625,0.5401691198348999
256.0,0.625,0.7578125,0.8828125,1033,256.0,0.5,0.5755542516708374,0.3671875,0.5765904784202576
256.0,0.640625,0.734375,0.875,1033,256.0,0.5,0.5842751860618591,0.40625,0.5790268182754517
256.0,0.673828125,0.720703125,0.89453125,1034,256.0,0.5,0.5491324067115784,0.453125,0.5671704411506653
256.0,0.671875,0.68359375,0.85546875,1034,256.0,0.5,0.5553499460220337,0.48828125,0.5744173526763916
256.0,0.623046875,0.431640625,0.5546875,1035,256.0,0.5,0.5687118768692017,0.69140625,0.5801721215248108
256.0,0.5625,0.46484375,0.52734375,1035,256.0,0.5,0.5943306684494019,0.59765625,0.5826997756958008
256.0,0.556640625,0.451171875,0.5078125,1036,256.0,0.5,0.635480523109436,0.60546875,0.5977905988693237
256.0,0.62109375,0.40234375,0.5234375,1036,256.0,0.5,0.6134810447692871,0.71875,0.6040211319923401
256.0,0.560546875,0.376953125,0.4375,1037,256.0,0.5,0.6447025537490845,0.68359375,0.6289564371109009
256.0,0.5859375,0.3828125,0.46875,1037,256.0,0.5,0.6326509118080139,0.703125,0.6224870681762695
256.0,0.568359375,0.388671875,0.45703125,1038,256.0,0.5,0.638672411441803,0.6796875,0.6231623888015747
256.0,0.595703125,0.330078125,0.42578125,1038,256.0,0.5,0.6295168399810791,0.765625,0.6371746063232422
256.0,0.5703125,0.3515625,0.421875,1039,256.0,0.5,0.6606729030609131,0.71875,0.6417335271835327
256.0,0.57421875,0.34765625,0.421875,1039,256.0,0.5,0.6532499194145203,0.7265625,0.6480196714401245
256.0,0.59765625,0.28125,0.37890625,1040,256.0,0.5,0.6467866897583008,0.81640625,0.6506273746490479
256.0,0.640625,0.2890625,0.4296875,1040,256.0,0.5,0.6414880156517029,0.8515625,0.6345137357711792
256.0,0.57421875,0.3671875,0.44140625,1041,256.0,0.5,0.651297926902771,0.70703125,0.6466289162635803
256.0,0.56640625,0.3359375,0.40234375,1041,256.0,0.5,0.6612599492073059,0.73046875,0.6562848091125488
256.0,0.546875,0.375,0.421875,1042,256.0,0.5,0.6537538766860962,0.671875,0.6448203325271606
256.0,0.513671875,0.400390625,0.4140625,1042,256.0,0.5,0.6847481727600098,0.61328125,0.6515312194824219
